subject_id,stimulus,response,rt,red,blue,orange,green,pink,purple,true_prob,error
11778,static/img/machines/machine2.png,5,2832.5,0.7,0.5,0.5,0.1,0.9,0.3,0.3,2
12140,static/img/machines/machine3.png,6,9726,0.5,0.7,0.3,0.9,0.1,0.5,0.7,1
12140,static/img/machines/machine6.png,5,5330,0.5,0.7,0.3,0.9,0.1,0.5,0.9,4
12140,static/img/machines/machine4.png,5,2115,0.5,0.7,0.3,0.9,0.1,0.5,0.3,2
12140,static/img/machines/machine2.png,6,4312,0.5,0.7,0.3,0.9,0.1,0.5,0.5,1
12140,static/img/machines/machine5.png,5,1064,0.5,0.7,0.3,0.9,0.1,0.5,0.1,4
12140,static/img/machines/machine1.png,5,1149,0.5,0.7,0.3,0.9,0.1,0.5,0.5,0
12217,static/img/machines/machine2.png,5,2524,0.5,0.9,0.1,0.3,0.7,0.5,0.5,0
12217,static/img/machines/machine6.png,1,6048,0.5,0.9,0.1,0.3,0.7,0.5,0.3,2
12217,static/img/machines/machine1.png,5,3688,0.5,0.9,0.1,0.3,0.7,0.5,0.5,0
12217,static/img/machines/machine3.png,9,4237,0.5,0.9,0.1,0.3,0.7,0.5,0.9,0
12217,static/img/machines/machine5.png,8,2825,0.5,0.9,0.1,0.3,0.7,0.5,0.7,1
12217,static/img/machines/machine4.png,1,3640,0.5,0.9,0.1,0.3,0.7,0.5,0.1,0
12052,static/img/machines/machine2.png,7,15558,0.1,0.3,0.7,0.5,0.5,0.9,0.9,2
12052,static/img/machines/machine4.png,6,3472.000000000233,0.1,0.3,0.7,0.5,0.5,0.9,0.7,1
12052,static/img/machines/machine5.png,8,4186,0.1,0.3,0.7,0.5,0.5,0.9,0.5,3
12052,static/img/machines/machine6.png,3,4316,0.1,0.3,0.7,0.5,0.5,0.9,0.5,2
12052,static/img/machines/machine3.png,4,2718,0.1,0.3,0.7,0.5,0.5,0.9,0.3,1
12052,static/img/machines/machine1.png,2,2703,0.1,0.3,0.7,0.5,0.5,0.9,0.1,1
11728,static/img/machines/machine4.png,7,15503.300000000743,0.5,0.3,0.7,0.9,0.1,0.5,0.7,0
11728,static/img/machines/machine1.png,9,4943.199999999255,0.5,0.3,0.7,0.9,0.1,0.5,0.5,4
11728,static/img/machines/machine6.png,6,4536.299999998882,0.5,0.3,0.7,0.9,0.1,0.5,0.9,3
11728,static/img/machines/machine5.png,6,6269.4000000003725,0.5,0.3,0.7,0.9,0.1,0.5,0.1,5
11728,static/img/machines/machine2.png,7,5219.9000000003725,0.5,0.3,0.7,0.9,0.1,0.5,0.5,2
11728,static/img/machines/machine3.png,6,3216.199999999255,0.5,0.3,0.7,0.9,0.1,0.5,0.3,3
11813,static/img/machines/machine2.png,6,5225.200000047684,0.9,0.7,0.3,0.5,0.5,0.1,0.1,5
11813,static/img/machines/machine3.png,6,4180.299999952316,0.9,0.7,0.3,0.5,0.5,0.1,0.7,1
11813,static/img/machines/machine1.png,9,6878.899999976158,0.9,0.7,0.3,0.5,0.5,0.1,0.9,0
11813,static/img/machines/machine4.png,4,3599.3000000715256,0.9,0.7,0.3,0.5,0.5,0.1,0.3,1
11813,static/img/machines/machine5.png,4,4237,0.9,0.7,0.3,0.5,0.5,0.1,0.5,1
11813,static/img/machines/machine6.png,3,2119.5,0.9,0.7,0.3,0.5,0.5,0.1,0.5,2
11777,static/img/machines/machine3.png,6,6051.599999904633,0.7,0.5,0.5,0.1,0.9,0.3,0.5,1
11777,static/img/machines/machine6.png,4,3751.399999976158,0.7,0.5,0.5,0.1,0.9,0.3,0.1,3
11777,static/img/machines/machine2.png,6,3967.200000047684,0.7,0.5,0.5,0.1,0.9,0.3,0.3,3
11777,static/img/machines/machine5.png,4,2399.7000000476837,0.7,0.5,0.5,0.1,0.9,0.3,0.9,5
11777,static/img/machines/machine1.png,3,2132.900000095367,0.7,0.5,0.5,0.1,0.9,0.3,0.7,4
11777,static/img/machines/machine4.png,8,2841,0.7,0.5,0.5,0.1,0.9,0.3,0.5,3
12104,static/img/machines/machine2.png,6,10135.5,0.5,0.3,0.7,0.9,0.1,0.5,0.5,1
12104,static/img/machines/machine1.png,5,952.0999999940396,0.5,0.3,0.7,0.9,0.1,0.5,0.5,0
12104,static/img/machines/machine4.png,3,11470,0.5,0.3,0.7,0.9,0.1,0.5,0.7,4
12104,static/img/machines/machine3.png,7,5855.700000017881,0.5,0.3,0.7,0.9,0.1,0.5,0.3,4
12104,static/img/machines/machine6.png,7,11454.40000000596,0.5,0.3,0.7,0.9,0.1,0.5,0.9,2
12104,static/img/machines/machine5.png,2,26338.40000000596,0.5,0.3,0.7,0.9,0.1,0.5,0.1,1
12192,static/img/machines/machine5.png,7,14639.799999952316,0.1,0.5,0.5,0.3,0.7,0.9,0.7,0
12192,static/img/machines/machine6.png,2,7331.5,0.1,0.5,0.5,0.3,0.7,0.9,0.3,1
12192,static/img/machines/machine4.png,5,10253.600000023842,0.1,0.5,0.5,0.3,0.7,0.9,0.5,0
12192,static/img/machines/machine2.png,7,6459.199999928474,0.1,0.5,0.5,0.3,0.7,0.9,0.9,2
12192,static/img/machines/machine1.png,2,18066.10000002384,0.1,0.5,0.5,0.3,0.7,0.9,0.1,1
12192,static/img/machines/machine3.png,5,21781.5,0.1,0.5,0.5,0.3,0.7,0.9,0.5,0
11839,static/img/machines/machine1.png,2,7651,0.5,0.9,0.1,0.7,0.3,0.5,0.5,3
11839,static/img/machines/machine6.png,8,3714,0.5,0.9,0.1,0.7,0.3,0.5,0.7,1
11839,static/img/machines/machine3.png,7,4295,0.5,0.9,0.1,0.7,0.3,0.5,0.9,2
11839,static/img/machines/machine4.png,1,5334,0.5,0.9,0.1,0.7,0.3,0.5,0.1,0
11839,static/img/machines/machine2.png,8,3860,0.5,0.9,0.1,0.7,0.3,0.5,0.5,3
11839,static/img/machines/machine5.png,3,4936,0.5,0.9,0.1,0.7,0.3,0.5,0.3,0
11724,static/img/machines/machine3.png,5,7367.700000017881,0.3,0.1,0.9,0.5,0.5,0.7,0.1,4
11724,static/img/machines/machine1.png,5,5566.299999982119,0.3,0.1,0.9,0.5,0.5,0.7,0.3,2
11724,static/img/machines/machine5.png,3,3770.800000011921,0.3,0.1,0.9,0.5,0.5,0.7,0.5,2
11724,static/img/machines/machine6.png,5,1577.0999999940395,0.3,0.1,0.9,0.5,0.5,0.7,0.5,0
11724,static/img/machines/machine2.png,7,9262.899999976158,0.3,0.1,0.9,0.5,0.5,0.7,0.7,0
11724,static/img/machines/machine4.png,9,2381.7000000178814,0.3,0.1,0.9,0.5,0.5,0.7,0.9,0
12242,static/img/machines/machine1.png,2,8573,0.5,0.7,0.3,0.1,0.9,0.5,0.5,3
12242,static/img/machines/machine6.png,2,5501.100000023842,0.5,0.7,0.3,0.1,0.9,0.5,0.1,1
12242,static/img/machines/machine2.png,8,5494.899999976158,0.5,0.7,0.3,0.1,0.9,0.5,0.5,3
12242,static/img/machines/machine4.png,2,7744.900000095367,0.5,0.7,0.3,0.1,0.9,0.5,0.3,1
12242,static/img/machines/machine5.png,8,3947.100000023842,0.5,0.7,0.3,0.1,0.9,0.5,0.9,1
12242,static/img/machines/machine3.png,8,3079.7000000476837,0.5,0.7,0.3,0.1,0.9,0.5,0.7,1
11947,static/img/machines/machine1.png,4,6867.399999976158,0.5,0.7,0.3,0.1,0.9,0.5,0.5,1
11947,static/img/machines/machine2.png,7,7606.199999928474,0.5,0.7,0.3,0.1,0.9,0.5,0.5,2
11947,static/img/machines/machine3.png,6,4798.199999928474,0.5,0.7,0.3,0.1,0.9,0.5,0.7,1
11947,static/img/machines/machine5.png,8,11662,0.5,0.7,0.3,0.1,0.9,0.5,0.9,1
11947,static/img/machines/machine4.png,5,3422.5,0.5,0.7,0.3,0.1,0.9,0.5,0.3,2
11947,static/img/machines/machine6.png,5,14.900000095367432,0.5,0.7,0.3,0.1,0.9,0.5,0.1,4
12170,static/img/machines/machine3.png,5,5870.899999991059,0.5,0.1,0.9,0.3,0.7,0.5,0.1,4
12170,static/img/machines/machine2.png,5,6079.600000008941,0.5,0.1,0.9,0.3,0.7,0.5,0.5,0
12170,static/img/machines/machine1.png,3,4636.199999988079,0.5,0.1,0.9,0.3,0.7,0.5,0.5,2
12170,static/img/machines/machine4.png,8,6101.300000011921,0.5,0.1,0.9,0.3,0.7,0.5,0.9,1
12170,static/img/machines/machine5.png,7,4864.5,0.5,0.1,0.9,0.3,0.7,0.5,0.7,0
12170,static/img/machines/machine6.png,4,5552.199999988079,0.5,0.1,0.9,0.3,0.7,0.5,0.3,1
12273,static/img/machines/machine5.png,6,3450.0999999996275,0.5,0.1,0.9,0.3,0.7,0.5,0.7,1
12273,static/img/machines/machine3.png,4,2748.4000000003725,0.5,0.1,0.9,0.3,0.7,0.5,0.1,3
12273,static/img/machines/machine4.png,6,1664.0999999996277,0.5,0.1,0.9,0.3,0.7,0.5,0.9,3
12273,static/img/machines/machine6.png,5,1652.60000000149,0.5,0.1,0.9,0.3,0.7,0.5,0.3,2
12273,static/img/machines/machine2.png,5,1532.89999999851,0.5,0.1,0.9,0.3,0.7,0.5,0.5,0
12273,static/img/machines/machine1.png,5,550.4000000003725,0.5,0.1,0.9,0.3,0.7,0.5,0.5,0
12279,static/img/machines/machine3.png,5,922,0.5,0.7,0.3,0.1,0.9,0.5,0.7,2
12279,static/img/machines/machine4.png,5,558.0999999996275,0.5,0.7,0.3,0.1,0.9,0.5,0.3,2
12279,static/img/machines/machine1.png,5,516.3000000007451,0.5,0.7,0.3,0.1,0.9,0.5,0.5,0
12279,static/img/machines/machine6.png,5,480.30000000074506,0.5,0.7,0.3,0.1,0.9,0.5,0.1,4
12279,static/img/machines/machine5.png,5,2570.5,0.5,0.7,0.3,0.1,0.9,0.5,0.9,4
12279,static/img/machines/machine2.png,5,642.6999999992549,0.5,0.7,0.3,0.1,0.9,0.5,0.5,0
12199,static/img/machines/machine1.png,9,3224.70000000298,0.9,0.7,0.3,0.5,0.5,0.1,0.9,0
12199,static/img/machines/machine5.png,4,3754.5,0.9,0.7,0.3,0.5,0.5,0.1,0.5,1
12199,static/img/machines/machine4.png,3,3783.199999988079,0.9,0.7,0.3,0.5,0.5,0.1,0.3,0
12199,static/img/machines/machine2.png,2,3392.5,0.9,0.7,0.3,0.5,0.5,0.1,0.1,1
12199,static/img/machines/machine6.png,6,5322.79999999702,0.9,0.7,0.3,0.5,0.5,0.1,0.5,1
12199,static/img/machines/machine3.png,7,6849.5,0.9,0.7,0.3,0.5,0.5,0.1,0.7,0
12065,static/img/machines/machine2.png,9,3780.9999999995343,0.5,0.3,0.7,0.9,0.1,0.5,0.5,4
12065,static/img/machines/machine4.png,8,2882.0000000004657,0.5,0.3,0.7,0.9,0.1,0.5,0.7,1
12065,static/img/machines/machine1.png,5,3898.9999999995343,0.5,0.3,0.7,0.9,0.1,0.5,0.5,0
12065,static/img/machines/machine6.png,9,2383,0.5,0.3,0.7,0.9,0.1,0.5,0.9,0
12065,static/img/machines/machine5.png,2,2983,0.5,0.3,0.7,0.9,0.1,0.5,0.1,1
12065,static/img/machines/machine3.png,2,2183,0.5,0.3,0.7,0.9,0.1,0.5,0.3,1
12275,static/img/machines/machine4.png,4,5902.799999952316,0.5,0.9,0.1,0.7,0.3,0.5,0.1,3
12275,static/img/machines/machine3.png,6,6705.5,0.5,0.9,0.1,0.7,0.3,0.5,0.9,3
12275,static/img/machines/machine2.png,5,2134.199999988079,0.5,0.9,0.1,0.7,0.3,0.5,0.5,0
12275,static/img/machines/machine5.png,8,6405.699999988079,0.5,0.9,0.1,0.7,0.3,0.5,0.3,5
12275,static/img/machines/machine6.png,8,2734.099999964237,0.5,0.9,0.1,0.7,0.3,0.5,0.7,1
12275,static/img/machines/machine1.png,2,3318.800000011921,0.5,0.9,0.1,0.7,0.3,0.5,0.5,3
11753,static/img/machines/machine4.png,3,4045,0.5,0.3,0.7,0.9,0.1,0.5,0.7,4
11753,static/img/machines/machine6.png,7,4551,0.5,0.3,0.7,0.9,0.1,0.5,0.9,2
11753,static/img/machines/machine3.png,5,1894,0.5,0.3,0.7,0.9,0.1,0.5,0.3,2
11753,static/img/machines/machine5.png,2,3382,0.5,0.3,0.7,0.9,0.1,0.5,0.1,1
11753,static/img/machines/machine1.png,4,2581.0000000004657,0.5,0.3,0.7,0.9,0.1,0.5,0.5,1
11753,static/img/machines/machine2.png,6,2379,0.5,0.3,0.7,0.9,0.1,0.5,0.5,1
11758,static/img/machines/machine1.png,7,5628.100000023842,0.9,0.7,0.3,0.5,0.5,0.1,0.9,2
11758,static/img/machines/machine4.png,3,5187.800000011921,0.9,0.7,0.3,0.5,0.5,0.1,0.3,0
11758,static/img/machines/machine3.png,7,4607.899999976158,0.9,0.7,0.3,0.5,0.5,0.1,0.7,0
11758,static/img/machines/machine2.png,3,2724.599999964237,0.9,0.7,0.3,0.5,0.5,0.1,0.1,2
11758,static/img/machines/machine6.png,5,2564,0.9,0.7,0.3,0.5,0.5,0.1,0.5,0
11758,static/img/machines/machine5.png,6,2755.900000035763,0.9,0.7,0.3,0.5,0.5,0.1,0.5,1
12290,static/img/machines/machine2.png,1,10440.60000038147,0.7,0.1,0.9,0.5,0.5,0.3,0.3,2
12290,static/img/machines/machine5.png,7,14704.20000076294,0.7,0.1,0.9,0.5,0.5,0.3,0.5,2
12290,static/img/machines/machine3.png,1,7200.400000572205,0.7,0.1,0.9,0.5,0.5,0.3,0.1,0
12290,static/img/machines/machine4.png,9,6881.800000190735,0.7,0.1,0.9,0.5,0.5,0.3,0.9,0
12290,static/img/machines/machine6.png,6,5925.300000190735,0.7,0.1,0.9,0.5,0.5,0.3,0.5,1
12290,static/img/machines/machine1.png,8,4956.89999961853,0.7,0.1,0.9,0.5,0.5,0.3,0.7,1
12142,static/img/machines/machine6.png,3,5190.200000017881,0.7,0.1,0.9,0.5,0.5,0.3,0.5,2
12142,static/img/machines/machine1.png,7,3675.599999994039,0.7,0.1,0.9,0.5,0.5,0.3,0.7,0
12142,static/img/machines/machine3.png,5,2773.5,0.7,0.1,0.9,0.5,0.5,0.3,0.1,4
12142,static/img/machines/machine2.png,5,3203.7000000178814,0.7,0.1,0.9,0.5,0.5,0.3,0.3,2
12142,static/img/machines/machine5.png,3,3410.5,0.7,0.1,0.9,0.5,0.5,0.3,0.5,2
12142,static/img/machines/machine4.png,9,1921.9000000059605,0.7,0.1,0.9,0.5,0.5,0.3,0.9,0
12258,static/img/machines/machine1.png,7,5421.300000011921,0.7,0.5,0.5,0.9,0.1,0.3,0.7,0
12258,static/img/machines/machine6.png,7,2409.100000023842,0.7,0.5,0.5,0.9,0.1,0.3,0.9,2
12258,static/img/machines/machine3.png,8,2318.399999976158,0.7,0.5,0.5,0.9,0.1,0.3,0.5,3
12258,static/img/machines/machine2.png,3,2778,0.7,0.5,0.5,0.9,0.1,0.3,0.3,0
12258,static/img/machines/machine4.png,4,1436.5,0.7,0.5,0.5,0.9,0.1,0.3,0.5,1
12258,static/img/machines/machine5.png,2,1706.800000011921,0.7,0.5,0.5,0.9,0.1,0.3,0.1,1
11721,static/img/machines/machine2.png,3,18580.100000000093,0.9,0.3,0.7,0.5,0.5,0.1,0.1,2
11721,static/img/machines/machine6.png,7,19415.599999999627,0.9,0.3,0.7,0.5,0.5,0.1,0.5,2
11721,static/img/machines/machine1.png,7,6619.9000000003725,0.9,0.3,0.7,0.5,0.5,0.1,0.9,2
11721,static/img/machines/machine4.png,7,2834.600000000093,0.9,0.3,0.7,0.5,0.5,0.1,0.7,0
11721,static/img/machines/machine3.png,3,2856.7000000001863,0.9,0.3,0.7,0.5,0.5,0.1,0.3,0
11721,static/img/machines/machine5.png,3,4606.5,0.9,0.3,0.7,0.5,0.5,0.1,0.5,2
12259,static/img/machines/machine3.png,6,11003.599999904633,0.5,0.1,0.9,0.3,0.7,0.5,0.1,5
12259,static/img/machines/machine1.png,8,3609.5,0.5,0.1,0.9,0.3,0.7,0.5,0.5,3
12259,static/img/machines/machine5.png,8,3154.199999809265,0.5,0.1,0.9,0.3,0.7,0.5,0.7,1
12259,static/img/machines/machine4.png,8,2361.5,0.5,0.1,0.9,0.3,0.7,0.5,0.9,1
12259,static/img/machines/machine6.png,4,3231.800000190735,0.5,0.1,0.9,0.3,0.7,0.5,0.3,1
12259,static/img/machines/machine2.png,4,2380,0.5,0.1,0.9,0.3,0.7,0.5,0.5,1
12339,static/img/machines/machine3.png,6,10526,0.5,0.9,0.1,0.3,0.7,0.5,0.9,3
12339,static/img/machines/machine4.png,1,8022.899999991059,0.5,0.9,0.1,0.3,0.7,0.5,0.1,0
12339,static/img/machines/machine5.png,5,2491.70000000298,0.5,0.9,0.1,0.3,0.7,0.5,0.7,2
12339,static/img/machines/machine1.png,2,4976.5999999940395,0.5,0.9,0.1,0.3,0.7,0.5,0.5,3
12339,static/img/machines/machine2.png,5,1668.6000000089407,0.5,0.9,0.1,0.3,0.7,0.5,0.5,0
12339,static/img/machines/machine6.png,1,4476,0.5,0.9,0.1,0.3,0.7,0.5,0.3,2
12307,static/img/machines/machine5.png,2,6606.600000023842,0.5,0.9,0.1,0.7,0.3,0.5,0.3,1
12307,static/img/machines/machine2.png,3,8110.799999952316,0.5,0.9,0.1,0.7,0.3,0.5,0.5,2
12307,static/img/machines/machine3.png,6,8215,0.5,0.9,0.1,0.7,0.3,0.5,0.9,3
12307,static/img/machines/machine4.png,4,3846.800000011921,0.5,0.9,0.1,0.7,0.3,0.5,0.1,3
12307,static/img/machines/machine1.png,7,10511,0.5,0.9,0.1,0.7,0.3,0.5,0.5,2
12307,static/img/machines/machine6.png,8,3431.199999988079,0.5,0.9,0.1,0.7,0.3,0.5,0.7,1
12310,static/img/machines/machine5.png,5,3150.600000023842,0.9,0.5,0.5,0.7,0.3,0.1,0.3,2
12310,static/img/machines/machine2.png,2,2470.7999999523163,0.9,0.5,0.5,0.7,0.3,0.1,0.1,1
12310,static/img/machines/machine6.png,5,3991,0.9,0.5,0.5,0.7,0.3,0.1,0.7,2
12310,static/img/machines/machine4.png,8,2950.899999976158,0.9,0.5,0.5,0.7,0.3,0.1,0.5,3
12310,static/img/machines/machine1.png,8,2054.7999999523163,0.9,0.5,0.5,0.7,0.3,0.1,0.9,1
12310,static/img/machines/machine3.png,2,1695.300000011921,0.9,0.5,0.5,0.7,0.3,0.1,0.5,3
11750,static/img/machines/machine4.png,5,2712.5,0.5,0.1,0.9,0.7,0.3,0.5,0.9,4
11750,static/img/machines/machine5.png,5,961.4000000059604,0.5,0.1,0.9,0.7,0.3,0.5,0.3,2
11750,static/img/machines/machine6.png,5,828,0.5,0.1,0.9,0.7,0.3,0.5,0.7,2
11750,static/img/machines/machine3.png,5,853.1999999880791,0.5,0.1,0.9,0.7,0.3,0.5,0.1,4
11750,static/img/machines/machine2.png,5,670.3999999761581,0.5,0.1,0.9,0.7,0.3,0.5,0.5,0
11750,static/img/machines/machine1.png,5,759.1000000238419,0.5,0.1,0.9,0.7,0.3,0.5,0.5,0
11949,static/img/machines/machine6.png,6,6767.399999976158,0.1,0.5,0.5,0.3,0.7,0.9,0.3,3
11949,static/img/machines/machine1.png,1,5632.400000035763,0.1,0.5,0.5,0.3,0.7,0.9,0.1,0
11949,static/img/machines/machine2.png,8,4982.399999976158,0.1,0.5,0.5,0.3,0.7,0.9,0.9,1
11949,static/img/machines/machine4.png,6,8900.199999988079,0.1,0.5,0.5,0.3,0.7,0.9,0.5,1
11949,static/img/machines/machine3.png,6,5182.400000035763,0.1,0.5,0.5,0.3,0.7,0.9,0.5,1
11949,static/img/machines/machine5.png,7,3198.5,0.1,0.5,0.5,0.3,0.7,0.9,0.7,0
11816,static/img/machines/machine3.png,5,11398,0.1,0.5,0.5,0.3,0.7,0.9,0.5,0
11816,static/img/machines/machine2.png,5,3342.199999999255,0.1,0.5,0.5,0.3,0.7,0.9,0.9,4
11816,static/img/machines/machine4.png,9,3913.300000000745,0.1,0.5,0.5,0.3,0.7,0.9,0.5,4
11816,static/img/machines/machine5.png,5,698.5,0.1,0.5,0.5,0.3,0.7,0.9,0.7,2
11816,static/img/machines/machine1.png,5,569.3000000007451,0.1,0.5,0.5,0.3,0.7,0.9,0.1,4
11816,static/img/machines/machine6.png,5,490.19999999925494,0.1,0.5,0.5,0.3,0.7,0.9,0.3,2
12123,static/img/machines/machine5.png,3,7998,0.5,0.7,0.3,0.9,0.1,0.5,0.1,2
12123,static/img/machines/machine6.png,8,2816.000000000233,0.5,0.7,0.3,0.9,0.1,0.5,0.9,1
12123,static/img/machines/machine3.png,8,7644,0.5,0.7,0.3,0.9,0.1,0.5,0.7,1
12123,static/img/machines/machine4.png,2,3279,0.5,0.7,0.3,0.9,0.1,0.5,0.3,1
12123,static/img/machines/machine1.png,4,3562.999999999767,0.5,0.7,0.3,0.9,0.1,0.5,0.5,1
12123,static/img/machines/machine2.png,6,2466,0.5,0.7,0.3,0.9,0.1,0.5,0.5,1
12349,static/img/machines/machine6.png,6,10916.60000000894,0.3,0.1,0.9,0.5,0.5,0.7,0.5,1
12349,static/img/machines/machine4.png,6,4222.70000000298,0.3,0.1,0.9,0.5,0.5,0.7,0.9,3
12349,static/img/machines/machine2.png,5,2132.29999999702,0.3,0.1,0.9,0.5,0.5,0.7,0.7,2
12349,static/img/machines/machine1.png,4,3584.20000000298,0.3,0.1,0.9,0.5,0.5,0.7,0.3,1
12349,static/img/machines/machine3.png,6,2087.1000000089407,0.3,0.1,0.9,0.5,0.5,0.7,0.1,5
12349,static/img/machines/machine5.png,6,3480,0.3,0.1,0.9,0.5,0.5,0.7,0.5,1
12281,static/img/machines/machine5.png,5,4421,0.5,0.7,0.3,0.9,0.1,0.5,0.1,4
12281,static/img/machines/machine2.png,3,4017.800000011921,0.5,0.7,0.3,0.9,0.1,0.5,0.5,2
12281,static/img/machines/machine6.png,6,3402.5,0.5,0.7,0.3,0.9,0.1,0.5,0.9,3
12281,static/img/machines/machine4.png,4,4303.600000023842,0.5,0.7,0.3,0.9,0.1,0.5,0.3,1
12281,static/img/machines/machine1.png,8,3502.400000035763,0.5,0.7,0.3,0.9,0.1,0.5,0.5,3
12281,static/img/machines/machine3.png,7,3684.199999988079,0.5,0.7,0.3,0.9,0.1,0.5,0.7,0
12250,static/img/machines/machine3.png,6,8789.5,0.7,0.5,0.5,0.1,0.9,0.3,0.5,1
12250,static/img/machines/machine4.png,4,2903.5,0.7,0.5,0.5,0.1,0.9,0.3,0.5,1
12250,static/img/machines/machine1.png,7,6520.400000095367,0.7,0.5,0.5,0.1,0.9,0.3,0.7,0
12250,static/img/machines/machine6.png,3,3718.300000190735,0.7,0.5,0.5,0.1,0.9,0.3,0.1,2
12250,static/img/machines/machine2.png,4,6476.700000047684,0.7,0.5,0.5,0.1,0.9,0.3,0.3,1
12250,static/img/machines/machine5.png,9,3276.599999904633,0.7,0.5,0.5,0.1,0.9,0.3,0.9,0
12060,static/img/machines/machine1.png,4,18379.999999999767,0.5,0.1,0.9,0.7,0.3,0.5,0.5,1
12060,static/img/machines/machine5.png,5,2978,0.5,0.1,0.9,0.7,0.3,0.5,0.3,2
12060,static/img/machines/machine6.png,6,6834,0.5,0.1,0.9,0.7,0.3,0.5,0.7,1
12060,static/img/machines/machine2.png,3,5514,0.5,0.1,0.9,0.7,0.3,0.5,0.5,2
12060,static/img/machines/machine3.png,5,5097,0.5,0.1,0.9,0.7,0.3,0.5,0.1,4
12060,static/img/machines/machine4.png,6,6414,0.5,0.1,0.9,0.7,0.3,0.5,0.9,3
12276,static/img/machines/machine6.png,4,12598.100000023842,0.9,0.7,0.3,0.5,0.5,0.1,0.5,1
12276,static/img/machines/machine1.png,9,7601.699999928474,0.9,0.7,0.3,0.5,0.5,0.1,0.9,0
12276,static/img/machines/machine4.png,3,3530.399999976158,0.9,0.7,0.3,0.5,0.5,0.1,0.3,0
12276,static/img/machines/machine5.png,7,3015.7999999523163,0.9,0.7,0.3,0.5,0.5,0.1,0.5,2
12276,static/img/machines/machine3.png,6,3570.600000023842,0.9,0.7,0.3,0.5,0.5,0.1,0.7,1
12276,static/img/machines/machine2.png,1,8534,0.9,0.7,0.3,0.5,0.5,0.1,0.1,0
12315,static/img/machines/machine5.png,5,7458.5999999996275,0.1,0.7,0.3,0.5,0.5,0.9,0.5,0
12315,static/img/machines/machine4.png,7,7571,0.1,0.7,0.3,0.5,0.5,0.9,0.3,4
12315,static/img/machines/machine6.png,6,9648.39999999851,0.1,0.7,0.3,0.5,0.5,0.9,0.5,1
12315,static/img/machines/machine3.png,7,5652.89999999851,0.1,0.7,0.3,0.5,0.5,0.9,0.7,0
12315,static/img/machines/machine1.png,3,4407.5,0.1,0.7,0.3,0.5,0.5,0.9,0.1,2
12315,static/img/machines/machine2.png,9,4203.5,0.1,0.7,0.3,0.5,0.5,0.9,0.9,0
12183,static/img/machines/machine6.png,4,13136,0.3,0.9,0.1,0.5,0.5,0.7,0.5,1
12183,static/img/machines/machine4.png,3,11297,0.3,0.9,0.1,0.5,0.5,0.7,0.1,2
12183,static/img/machines/machine1.png,2,6938,0.3,0.9,0.1,0.5,0.5,0.7,0.3,1
